순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감율,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진 설계 적용 여부,내진 능력
seq,plot_lc,signgu_cd,lgldong_cd,plot_div_cd,bun,ji,mng_bldstr_regstr,regstr_div_cd,regstr_div_cd_nm,regstr_knd_cd,regstr_knd_cd_nm,rdnmsys,buld_nm,sprar_nm,blck,lot,outoflot_cnt,nadres_rd_cd,nadres_lgldong_cd,nadres_grnd_udgd_cd,nadres_bbno,nadres_buno,dong_nm,main_atach_div_cd,main_atach_div_cd_nm,plot_ar,bld_ar,bdtlrt,totflar,flart_calc_totflar,flart,strct_cd,strct_cd_nm,etc_strct,main_ppos_cd,main_ppos_cd_nm,etc_ppos,rf_cd,rf_cd_nm,etc_rf,gnr_cnt,hshld_cnt,hgt,grnd_fl_cnt,udgd_fl_cnt,rdng_elvtr_cnt,emgnc_usg_elvtr_cnt,atach_bldstr_cnt,atach_bldstr_ar,tot_dong_totflar,insdhous_mchntp_cnt,insdhous_mchntp_ar,outhous_mchntp_cnt,outhous_mchntp_ar,insdhous_indptp_cnt,insdhous_indptp_ar,outhous_indptp_cnt,outhous_indptp_ar,prmsn_dd,bgncst_dd,use_aprv_dd,prmsn_no_yr,prmsn_no_instt_cd,prmsn_no_instt_cd_nm,prmsn_no_div_cd,prmsn_no_div_cd_nm,hoadr,energy_efic_grd,energy_redcn_rt,epi,ecofrnd_bldstr_grd,ecofrnd_bldstr_cert_score,intlgnt_bldstr_grd,intlgnt_bldstr_cert_score,crt_ymd,rserthqk_dsign_aplcn_yn,rserthqk_ablty
9,서울특별시 중구 봉래동2가 122번지,11140,12000,0,122,0,11140-3704,1,일반,2,일반건축물,서울특별시 중구 청파로 426,,,,,0,111403101023,12001,0,426,0,,0,주건축물,0E-9,0E-9,0E-9,33.060000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,8000,운수시설,영업,10,(철근)콘크리트,평옥개,0,0,0E-9,1,0,0,0,0,0E-9,33.060000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19371018,,,,,,0,,0E-9,0,,0,,0,20171205,,
10,서울특별시 중구 봉래동2가 122번지,11140,12000,0,122,0,11140-3707,1,일반,2,일반건축물,서울특별시 중구 청파로 426,서울구분소,,,,0,111403101023,12001,0,426,0,,0,주건축물,1159.000000000,503.000000000,43.400000000,857.100000000,857.100000000,73.950000000,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,운전보안시설,10,(철근)콘크리트,평지붕,0,0,16.700000000,2,0,0,0,0,0E-9,857.100000000,0,0E-9,0,0E-9,0,0E-9,2,0E-9,19991224,20000915,20040803,,,,,,0,,0E-9,0,,0,,0,20171205,,
1,서울특별시 중구 회현동1가 1-1번지,11140,12100,0,1,1,11140-3724,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,342.150000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,영업,20,기와,"와즙, 도단즙",0,0,0E-9,2,0,0,0,0,0E-9,342.150000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 중구 회현동1가 1-1번지,11140,12100,0,1,1,11140-3728,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,173.230000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,"영업, 기타",20,기와,와즙,0,0,0E-9,2,0,0,0,0,0E-9,173.230000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
3,서울특별시 중구 회현동1가 1-1번지,11140,12100,0,1,1,11140-3725,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,272.730000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,272.730000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19600505,,,,,,0,,0E-9,0,,0,,0,20231023,0,
7,서울특별시 중구 회현동1가 43-2번지,11140,12100,0,43,2,11140-3756,1,일반,2,일반건축물,서울특별시 중구 퇴계로12길 39-36,,,,,0,111404103324,12101,0,39,36,,0,주건축물,170.140000000,88.990000000,52.300000000,327.670000000,248.110000000,145.830000000,11,벽돌구조,연와조,1000,단독주택,다가구용 단독주택,90,기타지붕,모임지붕,0,7,9.200000000,3,1,0,0,0,0E-9,327.670000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19900724,19900816,19910809,,,,,,0,,0E-9,0,,0,,0,20240923,0,
8,서울특별시 중구 회현동1가 44번지,11140,12100,0,44,0,11140-3757,1,일반,2,일반건축물,서울특별시 중구 퇴계로12길 39-30,,,,,0,111404103324,12101,0,39,30,,0,주건축물,0E-9,0E-9,0E-9,66.110000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,"근린생활시설,주택",20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,66.110000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20240513,0,
9,서울특별시 중구 회현동1가 45-1번지,11140,12100,0,45,1,11140-3758,1,일반,2,일반건축물,서울특별시 중구 퇴계로12길 39-28,,,,,0,111404103324,12101,0,39,28,,0,주건축물,0E-9,0E-9,0E-9,66.120000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,1,3.310000000,66.120000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
10,서울특별시 중구 회현동1가 45-2번지,11140,12100,0,45,2,11140-3759,1,일반,2,일반건축물,서울특별시 중구 퇴계로12길 39-26,,,,,0,111404103324,12101,0,39,26,,0,주건축물,0E-9,0E-9,0E-9,44.830000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,44.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
1,서울특별시 중구 회현동2가 1-9번지,11140,12200,0,1,9,11140-4376,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,19.830000000,0E-9,0E-9,51,일반목구조,목조,7000,판매시설,영업,20,기와,와즙,0,0,0E-9,2,0,0,0,0,0E-9,19.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19480315,,,,,,0,,0E-9,0,,0,,0,20231023,0,
2,서울특별시 중구 회현동2가 1-9번지,11140,12200,0,1,9,11140-4377,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,13.220000000,0E-9,0E-9,51,일반목구조,목조,7000,판매시설,영업,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,13.220000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19490710,,,,,,0,,0E-9,0,,0,,0,20231023,0,
3,서울특별시 중구 회현동2가 1-13번지,11140,12200,0,1,13,11140-4378,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,19.830000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,영업,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,19.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19470210,,,,,,0,,0E-9,0,,0,,0,20231023,0,
4,서울특별시 중구 회현동2가 2-2번지,11140,12200,0,2,2,11140-4382,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,158.680000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,1,0,0,0,0E-9,158.680000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19331207,,,,,,0,,0E-9,0,,0,,0,20231023,0,
5,서울특별시 중구 회현동2가 2-5번지,11140,12200,0,2,5,11140-4383,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,753.410000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트,9000,의료시설,병원,10,(철근)콘크리트,스라브,0,0,0E-9,6,1,0,0,0,0E-9,753.410000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19720909,,,,,,0,,0E-9,0,,0,,0,20231023,0,
6,서울특별시 중구 회현동2가 4번지,11140,12200,0,4,0,11140-4385,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,46.280000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,46.280000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19340420,,,,,,0,,0E-9,0,,0,,0,20231023,0,
7,서울특별시 중구 회현동2가 4번지,11140,12200,0,4,0,11140-4386,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,23.140000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,도단즙,0,1,0E-9,1,0,0,0,0,0E-9,23.140000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
8,서울특별시 중구 회현동2가 10-1번지,11140,12200,0,10,1,11140-4397,1,일반,2,일반건축물,서울특별시 중구 소공로 48,우리금융디지털타워,,,,1,111403101004,12205,0,48,0,,0,주건축물,2309.300000000,1751.300000000,75.840000000,33022.890000000,30869.340000000,1336.740000000,21,철근콘크리트구조,철근콘크리트,14000,업무시설,업무시설,10,(철근)콘크리트,평스라브,0,0,86.440000000,22,2,6,1,0,0E-9,33022.890000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19731011,,,,,,0,,0E-9,0,,0,,0,20240628,0,
9,서울특별시 중구 회현동2가 16번지,11140,12200,0,16,0,11140-4408,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,46.280000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,점포,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,46.280000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
10,서울특별시 중구 회현동2가 18번지,11140,12200,0,18,0,11140-4410,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,120.300000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,120.300000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
1,서울특별시 중구 필동1가 3-4번지,11140,13700,0,3,4,11140-100233483,1,일반,2,일반건축물,서울특별시 중구 퇴계로31길 13,필삼사빌딩,,,,0,111404103339,13701,0,13,0,,0,주건축물,139.600000000,82.770000000,59.290000000,579.060000000,559.090000000,400.490000000,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,23.100000000,7,1,1,0,0,0E-9,579.060000000,0,0E-9,0,0E-9,0,0E-9,1,12.000000000,20180731,20181023,20190626,2018,3010075,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20241016,1,
2,서울특별시 중구 필동1가 3-5번지,11140,13700,0,3,5,11140-1000000000000002095880,2,집합,3,표제부,서울특별시 중구 퇴계로27길 16,브릴란테 남산,,,,2,111404103335,13701,0,16,0,주건축물제1동,0,주건축물,1022.000000000,607.330000000,59.425600000,8712.420000000,7250.370000000,709.429600000,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,오피스텔(주거용),10,(철근)콘크리트,(철근)콘크리트,0,0,40.870000000,13,2,0,2,0,0E-9,8712.420000000,120,1293.840000000,0,0E-9,0,0E-9,4,59.500000000,20201224,20210527,20230717,2020,3010180,건축과,1101,신축허가,156,,0E-9,0,,0,,0,20240325,1,Ⅶ-0.204g
3,서울특별시 중구 필동1가 3-16번지,11140,13700,0,3,16,11140-7382,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 12-5,,,,,0,111404103335,13701,0,12,5,,0,주건축물,91.900000000,0E-9,0E-9,140.980000000,0E-9,0E-9,11,벽돌구조,연와조,4000,제2종근린생활시설,"점포, 근린생활시설",10,(철근)콘크리트,"와즙, 스라브",0,0,0E-9,2,1,0,0,0,0E-9,140.980000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
4,서울특별시 중구 필동1가 3-17번지,11140,13700,0,3,17,11140-7383,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 12-3,,,,,0,111404103335,13701,0,12,3,,0,주건축물,0E-9,0E-9,0E-9,52.900000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,근린생활시설,20,기와,기와즙,0,1,0E-9,2,0,0,0,0,0E-9,52.900000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19550916,,,,,,0,,0E-9,0,,0,,0,20231023,0,
5,서울특별시 중구 필동1가 3-18번지,11140,13700,0,3,18,11140-7384,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 12-1,,,,,0,111404103335,13701,0,12,1,,0,주건축물,0E-9,0E-9,0E-9,52.900000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,근린생활시설,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,52.900000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19550916,,,,,,0,,0E-9,0,,0,,0,20231023,0,
7,서울특별시 중구 을지로4가 17번지,11140,15000,0,17,0,11140-11323,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,61.130000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,점포,20,기와,와즙,0,0,0E-9,2,0,0,0,0,0E-9,61.130000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19300930,,,,,,0,,0E-9,0,,0,,0,20200428,0,
6,서울특별시 중구 필동1가 3-19번지,11140,13700,0,3,19,11140-7385,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 14,,,,,0,111404103335,13701,0,14,0,,0,주건축물,0E-9,0E-9,0E-9,60.170000000,0E-9,0E-9,51,일반목구조,"목조, 세멘부럭조",3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,"와즙, 스라브",0,1,0E-9,2,0,0,0,0,0E-9,60.170000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19560830,,,,,,0,,0E-9,0,,0,,0,20231023,0,
7,서울특별시 중구 필동1가 3-20번지,11140,13700,0,3,20,11140-7386,1,일반,2,일반건축물,서울특별시 중구 퇴계로31길 11,,,,,0,111404103339,13701,0,11,0,,0,주건축물,72.700000000,32.400000000,44.570000000,132.570000000,0E-9,182.350000000,11,벽돌구조,연와조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,평스라브,0,1,0E-9,3,0,0,0,0,0E-9,132.570000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19550928,,,,,,0,,0E-9,0,,0,,0,20231023,0,
8,서울특별시 중구 필동1가 3-21번지,11140,13700,0,3,21,11140-7387,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 12-7,,,,,0,111404103335,13701,0,12,7,,0,주건축물,0E-9,0E-9,0E-9,54.150000000,0E-9,0E-9,11,벽돌구조,세멘연와조,17000,공장,공장,20,기와,와즙,0,0,0E-9,2,0,0,0,0,0E-9,54.150000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19550928,,,,,,0,,0E-9,0,,0,,0,20231023,0,
9,서울특별시 중구 필동1가 9-1번지,11140,13700,0,9,1,11140-7388,1,일반,2,일반건축물,서울특별시 중구 퇴계로27길 12-4,,,,,1,111404103335,13701,0,12,4,,0,주건축물,0E-9,0E-9,0E-9,109.090000000,0E-9,0E-9,11,벽돌구조,연와조,4000,제2종근린생활시설,근린생활시설,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,109.090000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19550910,,,,,,0,,0E-9,0,,0,,0,20231023,0,
10,서울특별시 중구 필동1가 10번지,11140,13700,0,10,0,11140-7389,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,16.530000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,16.530000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
1,서울특별시 중구 남산동3가 11-10번지,11140,13000,0,11,10,11140-5735,1,일반,2,일반건축물,서울특별시 중구 퇴계로 140,한국전력공사 경인건설본부 사옥,,,,0,111403101011,13009,0,140,0,,0,주건축물,3339.300000000,1663.770000000,49.820000000,13294.560000000,10405.100000000,311.600000000,31,일반철골구조,"철골조, 철근콘크리트",14000,업무시설,"변전소, 사무실",10,(철근)콘크리트,평옥개,0,0,30.030000000,9,2,0,0,0,0E-9,13294.560000000,0,0E-9,0,0E-9,9,0E-9,48,0E-9,,,19811210,,,,,,0,,0E-9,0,,0,,0,20231023,0,
2,서울특별시 중구 남산동3가 13-2번지,11140,13000,0,13,2,11140-5737,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,254.520000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,1,3.310000000,254.520000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
3,서울특별시 중구 남산동3가 13-4번지,11140,13000,0,13,4,11140-5744,1,일반,2,일반건축물,서울특별시 중구 퇴계로 136,,,,,0,111403101011,13009,0,136,0,,0,주건축물,83.600000000,0E-9,0E-9,178.520000000,0E-9,0E-9,31,일반철골구조,일반철골구조,3000,제1종근린생활시설,제1종근린생활시설(소매점),90,기타지붕,기타지붕(일반철골구조),0,0,0E-9,2,0,0,0,0,0E-9,178.520000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
4,서울특별시 중구 남산동3가 13-5번지,11140,13000,0,13,5,11140-5745,1,일반,2,일반건축물,서울특별시 중구 퇴계로24길 2-1,상훈빌딩,,,,1,111404103332,13001,0,2,1,,0,주건축물,0E-9,0E-9,0E-9,169.080000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,근린생활시설,20,기와,"와즙, 도단즙, 세멘기와, 스레이트",0,0,0E-9,2,0,0,0,0,0E-9,169.080000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20240213,0,
5,서울특별시 중구 남산동3가 13-9번지,11140,13000,0,13,9,11140-5746,1,일반,2,일반건축물,서울특별시 중구 퇴계로24길 6-1,,,,,1,111404103332,13001,0,6,1,,0,주건축물,0E-9,0E-9,0E-9,50.910000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,50.910000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
6,서울특별시 중구 남산동3가 13-10번지,11140,13000,0,13,10,11140-5747,1,일반,2,일반건축물,서울특별시 중구 퇴계로22길 11-11,,,,,0,111404103331,13002,0,11,11,,0,주건축물,0E-9,0E-9,0E-9,251.240000000,0E-9,0E-9,51,일반목구조,"목조, 세멘벽돌",1000,단독주택,"주택, 점포",10,(철근)콘크리트,"와즙, 도단즙, 스라브",0,1,0E-9,2,0,0,0,0,0E-9,251.240000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
7,서울특별시 중구 남산동3가 13-11번지,11140,13000,0,13,11,11140-5748,1,일반,2,일반건축물,서울특별시 중구 퇴계로22길 11-9,,,,,0,111404103331,13002,0,11,9,,0,주건축물,0E-9,0E-9,0E-9,254.550000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,1,3.310000000,254.550000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20240812,0,
8,서울특별시 중구 남산동3가 13-12번지,11140,13000,0,13,12,11140-5749,1,일반,2,일반건축물,서울특별시 중구 퇴계로24길 2-3,,,,,0,111404103332,13001,0,2,3,,0,주건축물,0E-9,0E-9,0E-9,24.460000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,도단즙,0,1,0E-9,1,0,0,0,0,0E-9,24.460000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
9,서울특별시 중구 남산동3가 13-13번지,11140,13000,0,13,13,11140-5750,1,일반,2,일반건축물,서울특별시 중구 퇴계로22길 11-7,,,,,0,111404103331,13002,0,11,7,,0,주건축물,0E-9,0E-9,0E-9,254.550000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,1,3.310000000,254.550000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20231023,0,
10,서울특별시 중구 남산동3가 13-14번지,11140,13000,0,13,14,11140-5752,1,일반,2,일반건축물,서울특별시 중구 퇴계로22길 11-5,,,,,0,111404103331,13002,0,11,5,,0,주건축물,0E-9,0E-9,0E-9,70.220000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트,3000,제1종근린생활시설,영업,10,(철근)콘크리트,평옥개,0,0,0E-9,2,0,0,0,0,0E-9,70.220000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19690205,,,,,,0,,0E-9,0,,0,,0,20231023,0,
1,서울특별시 중구 남대문로5가 1-1번지,11140,11800,0,1,1,11140-3374,1,일반,2,일반건축물,서울특별시 중구 세종대로 23,,,,,1,111402005001,11806,0,23,0,,0,주건축물,819.600000000,364.670000000,44.490000000,4978.300000000,3542.880000000,432.270000000,21,철근콘크리트구조,철근콘크리트조라멘조,14000,업무시설,"근린생활시설, 업무시설, 전시시설",10,(철근)콘크리트,평스라브,0,0,41.400000000,10,4,2,0,0,0E-9,4978.300000000,0,0E-9,0,0E-9,22,798.000000000,7,0E-9,19890429,,19910202,,,,,,0,,0E-9,0,,0,,0,20230904,1,
2,서울특별시 중구 남대문로5가 6번지,11140,11800,0,6,0,11140-3375,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,89.260000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,영업,,,,0,0,0E-9,0,0,0,0,0,0E-9,89.260000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19560110,,,,,,0,,0E-9,0,,0,,0,20171118,,
3,서울특별시 중구 남대문로5가 6-1번지,11140,11800,0,6,1,11140-3376,1,일반,2,일반건축물,서울특별시 중구 세종대로 17,그레이츠 숭례(GREITS SUNGNYE),,,,8,111402005001,11806,0,17,0,,0,주건축물,3162.400000000,1547.690000000,48.940000000,42321.600000000,28189.710000000,891.400000000,31,일반철골구조,"일반철골구조,철근콘크리트구조",14000,업무시설,"업무시설,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,89.000000000,20,6,6,1,0,0E-9,42321.600000000,0,0E-9,0,0E-9,180,7249.220000000,0,0E-9,19960816,19960827,20031218,1996,3010075,건축과,1192,비연서(신축허가),0,,0E-9,0,,0,,0,20240513,1,
4,서울특별시 중구 남대문로5가 6-7번지,11140,11800,0,6,7,11140-3377,1,일반,2,일반건축물,서울특별시 중구 세종대로 15,화남빌딩,,,,0,111402005001,11806,0,15,0,,0,주건축물,0E-9,0E-9,0E-9,251.240000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,제1종근린생활시설,90,기타지붕,도단즙,0,1,0E-9,4,0,0,0,0,0E-9,251.240000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230622,0,
5,서울특별시 중구 남대문로5가 6-8번지,11140,11800,0,6,8,11140-3378,1,일반,2,일반건축물,서울특별시 중구 세종대로 13,화남빌딩,,,,0,111402005001,11806,0,13,0,,0,주건축물,351.100000000,285.240000000,81.240000000,1405.080000000,0E-9,0E-9,21,철근콘크리트구조,"철근콘크리트조, 육근조",3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,평슬라브,0,1,20.000000000,6,0,1,0,0,0E-9,1405.080000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19591210,,,,,,0,,0E-9,0,,0,,0,20230622,0,
6,서울특별시 중구 남대문로5가 6-9번지,11140,11800,0,6,9,11140-3379,1,일반,2,일반건축물,서울특별시 중구 세종대로 11-1,,,,,0,111402005001,11806,0,11,1,,0,주건축물,0E-9,0E-9,0E-9,225.700000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"점포, 사무실",10,(철근)콘크리트,육옥근,0,0,0E-9,6,0,0,0,0,0E-9,225.700000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19600715,,,,,,0,,0E-9,0,,0,,0,20231011,0,
7,서울특별시 중구 남대문로5가 6-10번지,11140,11800,0,6,10,11140-3380,1,일반,2,일반건축물,서울특별시 중구 세종대로1길 6,,,,,1,111404103193,11801,0,6,0,,0,주건축물,0E-9,0E-9,0E-9,511.480000000,0E-9,0E-9,11,벽돌구조,"연와조, 세멘벽돌조",4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,"평슬라브, 스레이트",0,1,0E-9,4,0,0,0,0,0E-9,511.480000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171205,,
