순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감율,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진 설계 적용 여부,내진 능력
seq,plot_lc,signgu_cd,lgldong_cd,plot_div_cd,bun,ji,mng_bldstr_regstr,regstr_div_cd,regstr_div_cd_nm,regstr_knd_cd,regstr_knd_cd_nm,rdnmsys,buld_nm,sprar_nm,blck,lot,outoflot_cnt,nadres_rd_cd,nadres_lgldong_cd,nadres_grnd_udgd_cd,nadres_bbno,nadres_buno,dong_nm,main_atach_div_cd,main_atach_div_cd_nm,plot_ar,bld_ar,bdtlrt,totflar,flart_calc_totflar,flart,strct_cd,strct_cd_nm,etc_strct,main_ppos_cd,main_ppos_cd_nm,etc_ppos,rf_cd,rf_cd_nm,etc_rf,gnr_cnt,hshld_cnt,hgt,grnd_fl_cnt,udgd_fl_cnt,rdng_elvtr_cnt,emgnc_usg_elvtr_cnt,atach_bldstr_cnt,atach_bldstr_ar,tot_dong_totflar,insdhous_mchntp_cnt,insdhous_mchntp_ar,outhous_mchntp_cnt,outhous_mchntp_ar,insdhous_indptp_cnt,insdhous_indptp_ar,outhous_indptp_cnt,outhous_indptp_ar,prmsn_dd,bgncst_dd,use_aprv_dd,prmsn_no_yr,prmsn_no_instt_cd,prmsn_no_instt_cd_nm,prmsn_no_div_cd,prmsn_no_div_cd_nm,hoadr,energy_efic_grd,energy_redcn_rt,epi,ecofrnd_bldstr_grd,ecofrnd_bldstr_cert_score,intlgnt_bldstr_grd,intlgnt_bldstr_cert_score,crt_ymd,rserthqk_dsign_aplcn_yn,rserthqk_ablty
5,서울특별시 종로구 창성동 19번지,11110,10500,0,19,0,11110-9733,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,42.980000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,1,0,0,0,0E-9,42.980000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19360908,,,,,,0,,0E-9,0,,0,,0,20171118,,
6,서울특별시 종로구 창성동 19-2번지,11110,10500,0,19,2,11110-16885,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,120.300000000,71.610000000,59.530000000,71.610000000,71.610000000,59.530000000,12,블록구조,시멘트블럭조,18000,창고시설,창고,30,슬레이트,스레이트,0,0,5.000000000,1,0,0,0,0,0E-9,71.610000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19980406,19980407,19980506,,,,,,0,,0E-9,0,,0,,0,20171118,,
7,서울특별시 종로구 창성동 21-1번지,11110,10500,0,21,1,11110-11189,2,집합,3,표제부,서울특별시 종로구 효자로9길 18-2,씨티하우스2차,,,,8,111104100559,10501,0,18,2,,0,주건축물,787.430000000,391.660000000,49.740000000,2010.340000000,1451.540000000,184.340000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,연립주택,10,(철근)콘크리트,평스라브 및 경사지붕,16,0,13.300000000,4,1,0,0,0,0E-9,2010.340000000,0,0E-9,0,0E-9,17,524.400000000,0,0E-9,20010319,20010328,20011116,,,,,,0,,0E-9,0,,0,,0,20200427,0,
8,서울특별시 종로구 창성동 21-7번지,11110,10500,0,21,7,11110-29140,1,일반,2,일반건축물,서울특별시 종로구 효자로9길 26,,,,,0,111104100559,10501,0,26,0,,0,주건축물,0E-9,0E-9,0E-9,69.420000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,69.420000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20111124,,
8,서울특별시 종로구 서린동 26-19번지,11110,12300,0,26,19,11110-25474,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,78.240000000,0E-9,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,78.240000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
9,서울특별시 종로구 창성동 21-7번지,11110,10500,0,21,7,11110-4071,2,집합,3,표제부,서울특별시 종로구 효자로9길 26,,,,,0,111104100559,10501,0,26,0,,0,주건축물,139.570000000,77.310000000,55.390000000,267.950000000,267.950000000,191.980000000,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,(철근)콘크리트,3,0,10.250000000,4,0,0,0,0,0E-9,267.950000000,0,0E-9,0,0E-9,0,0E-9,2,23.000000000,20020221,20020410,20020730,2002,3000082,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20170830,,
10,서울특별시 종로구 창성동 21-10번지,11110,10500,0,21,10,11110-100184820,1,일반,2,일반건축물,서울특별시 종로구 효자로9길 24,,,,,0,111104100559,10501,0,24,0,,0,주건축물,118.200000000,67.530000000,57.130000000,296.730000000,226.670000000,191.770000000,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설(사무소),10,(철근)콘크리트,경사스라브,0,0,13.300000000,4,1,1,0,0,0E-9,296.730000000,0,0E-9,0,0E-9,0,0E-9,2,23.000000000,20080604,20080715,20090220,2008,3000082,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20190530,1,
1,서울특별시 종로구 통의동 1-1번지,11110,10600,0,1,1,11110-18545,1,일반,2,일반건축물,서울특별시 종로구 효자로 37,,,,,0,111103100017,10604,0,37,0,,0,주건축물,0E-9,0E-9,0E-9,85.560000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,"주택, 점포",20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,85.560000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 종로구 통의동 1-1번지,11110,10600,0,1,1,11110-18547,1,일반,2,일반건축물,서울특별시 종로구 효자로 37,,,,,0,111103100017,10604,0,37,0,,0,주건축물,0E-9,0E-9,0E-9,135.090000000,0E-9,0E-9,51,일반목구조,"목조, 세멘벽돌조",1000,단독주택,"주택, 점포, 일반음식점",20,기와,"와즙, 스레이트",0,1,0E-9,2,0,0,0,0,0E-9,135.090000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20241205,0,
3,서울특별시 종로구 통의동 1-5번지,11110,10600,0,1,5,11110-16765,1,일반,2,일반건축물,서울특별시 종로구 자하문로10길 38,,,,,0,111104100262,10602,0,38,0,,0,주건축물,0E-9,0E-9,0E-9,87.270000000,0E-9,0E-9,11,벽돌구조,"목조, 세멘벽돌조",3000,제1종근린생활시설,"점포, 사무실",10,(철근)콘크리트,"도단즙, 평스라브",0,0,0E-9,2,0,0,0,0,0E-9,87.270000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
4,서울특별시 종로구 통의동 1-7번지,11110,10600,0,1,7,11110-24298,1,일반,2,일반건축물,서울특별시 종로구 효자로 35-1,,,,,0,111103100017,10604,0,35,1,,0,주건축물,85.300000000,71.520000000,83.850000000,0E-9,132.840000000,155.730000000,11,벽돌구조,세멘벽돌브럭조,3000,제1종근린생활시설,찻집 및 사무소,30,슬레이트,"스레트, 세멘기와",0,0,6.000000000,2,0,0,0,0,0E-9,0E-9,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19840306,,19840322,,,,,,0,,0E-9,0,,0,,0,20230904,0,
5,서울특별시 종로구 통의동 2-1번지,11110,10600,0,2,1,11110-100207045,1,일반,2,일반건축물,서울특별시 종로구 효자로 33,,,,,0,111103100017,10604,0,33,0,,0,주건축물,0E-9,0E-9,0E-9,165.280000000,0E-9,0E-9,41,철골콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,철근콘크리트구조,0,0,0E-9,2,1,0,0,0,0E-9,165.280000000,0,0E-9,8,65.330000000,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20200427,0,
6,서울특별시 종로구 통의동 2-1번지,11110,10600,0,2,1,11110-5980,1,일반,2,일반건축물,서울특별시 종로구 효자로 33,,,,,0,111103100017,10604,0,33,0,(신)보안여관,0,주건축물,406.400000000,208.360000000,0E-9,768.920000000,0E-9,0E-9,41,철골콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,철근콘크리트구조,0,0,13.900000000,4,3,0,0,0,0E-9,768.920000000,0,0E-9,8,65.330000000,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20210603,0,
7,서울특별시 종로구 통의동 3번지,11110,10600,0,3,0,11110-1000000000000003821272,2,집합,3,표제부,서울특별시 종로구 자하문로10길 36,T3,,,,0,111104100262,10602,0,36,0,,0,주건축물,257.300000000,141.200000000,54.880000000,578.220000000,457.110000000,177.656400000,41,철골콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"근린생활시설, 단독주택",10,(철근)콘크리트,(철근)콘크리트,0,1,13.970000000,4,1,1,0,0,0E-9,578.220000000,0,0E-9,0,0E-9,4,0E-9,0,0E-9,20211130,20221005,20231228,,,,,,1,,0E-9,0,,0,,0,20240805,1,
8,서울특별시 종로구 통의동 4번지,11110,10600,0,4,0,11110-7339,1,일반,2,일반건축물,서울특별시 종로구 자하문로10길 34,,,,,0,111104100262,10602,0,34,0,,0,주건축물,161.000000000,131.640000000,81.764000000,348.370000000,348.370000000,216.378900000,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",1000,단독주택,"근린생활시설, 주택",20,기와,와즙,0,2,0E-9,3,0,0,0,0,0E-9,348.370000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20220203,0,
9,서울특별시 종로구 통의동 6번지,11110,10600,0,6,0,11110-18439,1,일반,2,일반건축물,서울특별시 종로구 자하문로10길 30,,,,,2,111104100262,10602,0,30,0,대우재단빌딩,0,주건축물,380.070000000,227.680000000,59.900000000,1293.730000000,1035.010000000,272.320000000,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,15.900000000,5,1,1,0,0,0E-9,1293.730000000,0,0E-9,0,0E-9,6,69.000000000,2,23.000000000,20030103,20030113,20031125,2003,3000082,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20230522,0,
10,서울특별시 종로구 통의동 7-4번지,11110,10600,0,7,4,11110-4723,1,일반,2,일반건축물,서울특별시 종로구 효자로7길 6-1,,,,,0,111104100558,10601,0,6,1,,0,주건축물,0E-9,0E-9,0E-9,110.740000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,제1종근린생활시설(휴게음식점),20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,110.740000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20190412,0,
1,서울특별시 종로구 적선동 1번지,11110,10700,0,1,0,11110-5977,1,일반,2,일반건축물,서울특별시 종로구 효자로 3,고도,,,,0,111103100017,10705,0,3,0,고도,0,주건축물,473.810000000,257.320000000,54.310000000,1305.130000000,1006.080000000,212.340000000,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제2종근린생활시설, 문화및집회시설, 단독주택",10,(철근)콘크리트,(철근)콘크리트,0,0,16.000000000,5,1,1,0,0,0E-9,1305.130000000,0,0E-9,0,0E-9,0,0E-9,6,77.470000000,20030630,20030701,20071205,2003,,,1101,신축허가,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 종로구 적선동 5번지,11110,10700,0,5,0,11110-16842,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,19.270000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,19.270000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
3,서울특별시 종로구 적선동 9-1번지,11110,10700,0,9,1,11110-22357,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-3,,,,,0,111103100005,10701,0,137,3,,0,주건축물,0E-9,0E-9,0E-9,42.980000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,근린생활시설(일반음식점),20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,42.980000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171219,,
5,서울특별시 종로구 적선동 13-1번지,11110,10700,0,13,1,11110-17747,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-11,,,,,0,111103100005,10701,0,137,11,,0,주건축물,0E-9,0E-9,0E-9,95.400000000,0E-9,0E-9,11,벽돌구조,시멘벽돌조,3000,제1종근린생활시설,근린생활시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,95.400000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20190713,0,
6,서울특별시 종로구 적선동 13-2번지,11110,10700,0,13,2,11110-21045,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-9,,,,,0,111103100005,10701,0,137,9,,0,주건축물,0E-9,0E-9,0E-9,125.000000000,0E-9,0E-9,11,벽돌구조,"목조, 벽돌조",3000,제1종근린생활시설,근린생활시설,20,기와,"와즙, 기와, 스라브, 스레트",0,0,0E-9,1,0,0,0,0,0E-9,125.000000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20201110,0,
7,서울특별시 종로구 적선동 14-1번지,11110,10700,0,14,1,11110-21736,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-15,,,,,0,111103100005,10701,0,137,15,,0,주건축물,0E-9,0E-9,0E-9,53.360000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,근린생활시설,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,53.360000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20210129,0,
8,서울특별시 종로구 적선동 14-2번지,11110,10700,0,14,2,11110-18421,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-13,,,,,0,111103100005,10701,0,137,13,,0,주건축물,0E-9,0E-9,0E-9,44.360000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,44.360000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20240829,0,
9,서울특별시 종로구 적선동 15번지,11110,10700,0,15,0,11110-15263,1,일반,2,일반건축물,서울특별시 종로구 사직로 137-17,(제1호),,,,0,111103100005,10701,0,137,17,,0,주건축물,92.600000000,46.280000000,49.978400000,46.280000000,46.280000000,49.978400000,51,일반목구조,목조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,와즙,0,0,3.500000000,1,0,0,0,0,0E-9,46.280000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20220830,0,
10,서울특별시 종로구 적선동 16-1번지,11110,10700,0,16,1,11110-8297,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,34.210000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,34.210000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
1,서울특별시 종로구 누상동 1-1번지,11110,10900,0,1,1,11110-5521,2,집합,3,표제부,서울특별시 종로구 옥인길 54,이원명가,,,,2,111104100212,10901,0,54,0,,0,주건축물,178.200000000,124.690000000,69.970000000,631.350000000,498.760000000,279.880000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,평스라브,9,0,13.550000000,4,1,0,0,0,0E-9,631.350000000,0,0E-9,0,0E-9,5,90.650000000,0,0E-9,20000628,20000725,20010803,,,,,,0,,0E-9,0,,0,,0,20171205,,
10,서울특별시 종로구 도렴동 58-2번지,11110,11600,0,58,2,11110-7945,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,39.670000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,39.670000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
2,서울특별시 종로구 누상동 1-4번지,11110,10900,0,1,4,11110-8998,2,집합,3,표제부,서울특별시 종로구 옥인길 56,경복아트빌3,,,,2,111104100212,10901,0,56,0,경복아트빌3,0,주건축물,155.200000000,104.830000000,67.550000000,488.220000000,386.720000000,249.180000000,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택,다세대주택",10,(철근)콘크리트,"(철근)콘크리트,평스라브",4,0,13.490000000,4,1,0,0,0,0E-9,488.220000000,0,0E-9,0,0E-9,4,71.560000000,0,0E-9,20031107,20040223,20040809,2003,3000080,주택과,5410,주거환경지구(허가),0,,0E-9,0,,0,,0,20170627,,
3,서울특별시 종로구 누상동 2-3번지,11110,10900,0,2,3,11110-8156,2,집합,3,표제부,서울특별시 종로구 옥인길 62,,,,,3,111104100212,10901,0,62,0,,0,주건축물,208.100000000,117.700000000,56.550000000,453.160000000,345.990000000,166.260000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택(세대),10,(철근)콘크리트,평스라브,5,0,10.550000000,4,1,0,0,0,0E-9,453.160000000,0,0E-9,0,0E-9,0,0E-9,2,20.000000000,19960507,19960523,19970109,,,,,,0,,0E-9,0,,0,,0,20171118,,
4,서울특별시 종로구 누상동 3-1번지,11110,10900,0,3,1,11110-10410,2,집합,3,표제부,서울특별시 종로구 옥인길 66,,,,,1,111104100212,10901,0,66,0,,0,주건축물,126.900000000,75.960000000,59.860000000,276.060000000,0E-9,163.640000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,평스라브,4,0,11.880000000,3,1,0,0,0,0E-9,276.060000000,0,0E-9,0,0E-9,0,0E-9,1,13.000000000,19940409,19970414,19970821,,,,,,0,,0E-9,0,,0,,0,20200427,0,
5,서울특별시 종로구 누상동 4번지,11110,10900,0,4,0,11110-20116,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,18.480000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙,0,1,0E-9,1,0,0,0,0,0E-9,18.480000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
6,서울특별시 종로구 누상동 4-2번지,11110,10900,0,4,2,11110-3704,1,일반,2,일반건축물,서울특별시 종로구 옥인길 65,,,,,0,111104100212,10901,0,65,0,,0,주건축물,0E-9,0E-9,0E-9,19.830000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,제2종근린생활시설(일반음식점),20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,19.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20170516,,
7,서울특별시 종로구 누상동 5-2번지,11110,10900,0,5,2,11110-29733,2,집합,3,표제부,서울특별시 종로구 옥인길 61,이원명가,,,,3,111104100212,10901,0,61,0,,0,주건축물,191.800000000,134.060000000,69.890000000,651.440000000,526.000000000,274.240000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,철근콘크리트평스라브,9,0,13.600000000,4,1,0,0,0,0E-9,651.440000000,0,0E-9,0,0E-9,3,53.840000000,0,0E-9,20000619,20000620,20001129,,,,,,0,,0E-9,0,,0,,0,20171205,,
8,서울특별시 종로구 누상동 6번지,11110,10900,0,6,0,11110-26405,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,11.570000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙,0,1,0E-9,1,0,0,0,0,0E-9,11.570000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
9,서울특별시 종로구 누상동 6번지,11110,10900,0,6,0,11110-26404,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,15.270000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,도단즙,0,1,0E-9,1,0,0,0,0,0E-9,15.270000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20190813,0,
10,서울특별시 종로구 누상동 8-2번지,11110,10900,0,8,2,11110-23252,2,집합,3,표제부,서울특별시 종로구 옥인길 59-1,,,,,0,111104100212,10901,0,59,1,,0,주건축물,79.500000000,53.890000000,67.790000000,266.350000000,0E-9,271.140000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"근린생활시설(소매점), 다세대 주택(3세대)",10,(철근)콘크리트,평스라브,5,0,13.500000000,4,1,0,0,0,0E-9,266.350000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19960302,19960327,19960930,,,,,,0,,0E-9,0,,0,,0,20191011,0,
1,서울특별시 종로구 옥인동 1-1번지,11110,11100,0,1,1,11110-21774,1,일반,2,일반건축물,서울특별시 종로구 자하문로 77,,,,,2,111103100012,11109,0,77,0,대한유화공업(주),0,주건축물,1154.390000000,691.400000000,59.890000000,4848.950000000,3329.610000000,288.430000000,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,업무시설,10,(철근)콘크리트,(철근)콘크리트,0,0,19.650000000,5,2,1,0,0,0E-9,0E-9,9,95.880000000,0,0E-9,27,1204.960000000,0,0E-9,20020208,20020713,20030612,2002,3000082,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 종로구 옥인동 1-3번지,11110,11100,0,1,3,11110-3890,1,일반,2,일반건축물,서울특별시 종로구 자하문로 77-8,,,,,0,111103100012,11109,0,77,8,,0,주건축물,0E-9,0E-9,0E-9,69.420000000,0E-9,0E-9,51,일반목구조,"목조, 연와조",1000,단독주택,"주택, 창고",20,기와,"와즙, 육옥근",0,1,0E-9,1,0,0,0,1,13.220000000,69.420000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
3,서울특별시 종로구 옥인동 2-1번지,11110,11100,0,2,1,11110-17169,1,일반,2,일반건축물,서울특별시 종로구 자하문로 77-10,,,,,0,111103100012,11109,0,77,10,,0,주건축물,0E-9,0E-9,0E-9,52.900000000,0E-9,0E-9,51,일반목구조,"목조, 연와조",1000,단독주택,주택,20,기와,"와즙, 육옥근",0,1,0E-9,1,0,0,0,0,0E-9,52.900000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20161015,,
4,서울특별시 종로구 옥인동 2-4번지,11110,11100,0,2,4,11110-19521,1,일반,2,일반건축물,서울특별시 종로구 자하문로 77-12,,,,,0,111103100012,11109,0,77,12,,0,주건축물,0E-9,0E-9,0E-9,56.200000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,1,0,0,0,0E-9,56.200000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20160906,,
5,서울특별시 종로구 옥인동 2-5번지,11110,11100,0,2,5,11110-24359,1,일반,2,일반건축물,서울특별시 종로구 자하문로19길 12,,,,,0,111104100270,11101,0,12,0,,0,주건축물,168.600000000,93.610000000,55.520000000,201.200000000,201.200000000,119.340000000,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,7.950000000,3,0,0,0,0,0E-9,201.200000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20170610,,
6,서울특별시 종로구 옥인동 2-6번지,11110,11100,0,2,6,11110-28301,1,일반,2,일반건축물,서울특별시 종로구 자하문로19길 16-4,,,,,0,111104100270,11101,0,16,4,,0,주건축물,132.200000000,79.240000000,59.940000000,79.240000000,79.240000000,59.940000000,51,일반목구조,한식목조,1000,단독주택,단독주택,20,기와,와즙,0,1,4.880000000,1,0,0,0,0,0E-9,79.240000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20200205,0,
7,서울특별시 종로구 옥인동 2-7번지,11110,11100,0,2,7,11110-13297,1,일반,2,일반건축물,서울특별시 종로구 자하문로19길 16-6,,,,,0,111104100270,11101,0,16,6,,0,주건축물,115.700000000,62.810000000,54.286900000,0E-9,62.810000000,54.286900000,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,4.950000000,1,0,0,0,0,0E-9,0E-9,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20210215,0,
